city,ft,bt,km,transmission,ownerNo,oem,model,modelYear,variantName,price,Registration Year,Insurance Validity,Seats,Engine Displacement
Hyderabad,Petrol,Hatchback,118937,Manual,1,Maruti,Maruti Swift,2021,LXI,590000,2021,Third Party,5,1197
Hyderabad,Diesel,Hatchback,105133,Manual,1,Maruti,Maruti Swift,2017,VDI BSIV,570000,2017,Third Party,5,1248
Hyderabad,Petrol,SUV,10000,Automatic,1,MG,MG Hector,2023,1.5 Turbo Savvy Pro CVT,2650000,2023,Third Party,5,1451
Hyderabad,Petrol,Sedan,36290,Automatic,1,Maruti,Maruti Swift Dzire,2018,AMT VXI,679000,2018,Third Party,5,1197
Hyderabad,Petrol,SUV,10000,Manual,1,Mahindra,Mahindra Scorpio N,2023,Z4 BSVI,1800000,2023,Third Party,7,1997
Hyderabad,Petrol,Hatchback,29084,Manual,1,Hyundai,Hyundai i20,2018,Petrol Asta,640000,2018,Third Party,5,1197
Hyderabad,Petrol,Hatchback,66911,Manual,1,Maruti,Maruti Celerio,2020,VXI,475000,2020,Third Party,5,998
Hyderabad,Petrol,Sedan,110000,Automatic,1,Honda,Honda City,2011,1.5 V AT,430000,2011,Third Party,5,1497
Hyderabad,Petrol,SUV,7033,Manual,1,Maruti,Maruti Grand Vitara,2022,Alpha,1700000,2022,Comprehensive,5,1462
Hyderabad,Petrol,SUV,40000,Manual,1,Volkswagen,Volkswagen Taigun,2021,1.5 TSI GT Plus BSVI,1950000,2021,Third Party,5,1498
Hyderabad,Diesel,SUV,80000,Manual,2,Mahindra,Mahindra XUV500,2014,W8 2WD,700000,2014,Third Party,7,2179
Hyderabad,Petrol,Hatchback,22000,Automatic,1,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Sportz Option AT,675000,2018,Third Party,5,1197
Hyderabad,Petrol,Hatchback,70200,Manual,1,Datsun,Datsun GO,2018,T,430000,2018,Third Party,5,1198
Hyderabad,Petrol,Hatchback,60004,Manual,1,Renault,Renault KWID,2019,Climber 1.0 MT,420000,2019,Third Party,5,999
Hyderabad,Petrol,Hatchback,60000,Manual,1,Maruti,Maruti Wagon R,2020,ZXI 1.2,580000,2020,Third Party,5,1197
Hyderabad,Petrol,Hatchback,57078,Manual,2,Hyundai,Hyundai i10,2013,Magna 1.1L,334000,2013,Third Party,5,1086
Hyderabad,Petrol,Hatchback,63789,Manual,1,Maruti,Maruti Ritz,2014,ZXi,401999,2014,Comprehensive,5,1197
Hyderabad,Diesel,Hatchback,120000,Manual,1,Chevrolet,Chevrolet Beat,2016,Diesel LT,240000,2016,Third Party,5,936
Hyderabad,Diesel,Sedan,118207,Automatic,2,Maruti,Maruti Ciaz,2018,Delta Diesel,734000,2018,Zero Dep,5,1248
Hyderabad,Petrol,Sedan,53000,Manual,1,Honda,Honda City,2017,V MT,795000,2017,Comprehensive,5,1497
Hyderabad,Petrol,Hatchback,105224,Manual,2,Maruti,Maruti Baleno,2016,1.2 Alpha,570000,2016,Comprehensive,5,1197
Hyderabad,Petrol,Hatchback,20837,Manual,2,Hyundai,Hyundai Santro,2021,Asta,551000,2021,Zero Dep,5,1086
Hyderabad,Petrol,Hatchback,100000,Manual,2,Hyundai,Hyundai i20,2010,Magna,280000,2010,Third Party,5,1197
Hyderabad,Petrol,Hatchback,24021,Manual,1,Datsun,Datsun RediGO,2021,T Option,463000,2021,Third Party,5,799
Hyderabad,Petrol,Sedan,61000,Manual,1,Maruti,Maruti Ciaz,2016,ZXi,625000,2016,Third Party,5,1373
Hyderabad,Diesel,Sedan,120000,Automatic,2,Volvo,Volvo S60,2013,D4 SUMMUM,800000,2013,Third Party,5,1984
Hyderabad,Petrol,Sedan,64000,Manual,2,Ford,Ford Fiesta,2008,1.6 ZXI Duratec,200000,2008,Third Party,5,1596
Hyderabad,Petrol,Hatchback,120000,Manual,1,Maruti,Maruti Alto,2011,LXi,170000,2011,Third Party,5,796
Hyderabad,Petrol,SUV,30000,Manual,1,Volkswagen,Volkswagen Taigun,2022,1.5 TSI GT Plus BSVI,1950000,2022,Third Party,5,1498
Hyderabad,Petrol,Hatchback,49000,Manual,1,Maruti,Maruti Alto 800,2018,LXI,325000,2018,Third Party,5,796
Hyderabad,Diesel,MUV,115000,Manual,1,Mahindra,Mahindra Marazzo,2018,M2 BSIV,750000,2018,Third Party,7,1497
Hyderabad,Petrol,Hatchback,50000,Manual,1,Maruti,Maruti Alto 800,2016,LXI,275000,2016,Third Party,5,796
Hyderabad,Petrol,Hatchback,18569,Manual,1,Datsun,Datsun RediGO,2021,1.0 T Option,447000,2021,Third Party,5,999
Hyderabad,Diesel,Hatchback,98455,Manual,1,Hyundai,Hyundai Grand i10,2018,1.2 CRDi Asta,578000,2018,Third Party,5,1186
Hyderabad,Diesel,Sedan,85000,Automatic,1,Skoda,Skoda Rapid,2015,1.5 TDI AT Elegance Plus,600000,2015,Third Party,5,1498
Hyderabad,Petrol,Sedan,97921,Manual,1,Volkswagen,Volkswagen Ameo,2016,1.2 MPI Highline,524000,2016,Third Party,5,1198
Hyderabad,Petrol,Hatchback,19205,Manual,2,Datsun,Datsun RediGO,2020,1.0 T Option,401999,2020,Third Party,5,999
Hyderabad,Diesel,Hatchback,122000,Manual,2,Maruti,Maruti Swift,2019,DDiS VDI,667000,2019,Third Party,5,1248
Hyderabad,Petrol,Hatchback,97644,Manual,1,Maruti,Maruti Ignis,2018,1.2 Alpha BSIV,552000,2018,Zero Dep,5,1197
Hyderabad,Petrol,Hatchback,82000,Manual,1,Hyundai,Hyundai i10,2010,Magna 1.2,265000,2010,Third Party,5,1197
Hyderabad,Diesel,Hatchback,70607,Manual,2,Maruti,Maruti Swift,2013,VDI,443000,2013,Comprehensive,5,1248
Hyderabad,Petrol,Sedan,71144,Automatic,1,Hyundai,Hyundai Verna,2016,1.6 VTVT AT SX,721000,2016,Third Party,5,1591
Hyderabad,Petrol,Sedan,2373,Automatic,1,Hyundai,Hyundai Verna,2022,SX IVT Opt,1550000,2022,Comprehensive,5,1497
Hyderabad,Petrol,Hatchback,56753,Automatic,1,Hyundai,Hyundai i20,2021,Asta Opt Turbo DCT BSVI,1092000,2021,Zero Dep,5,998
Hyderabad,Diesel,SUV,72000,Manual,1,Maruti,Maruti Vitara Brezza,2018,ZDi Plus Dual Tone,890000,2018,Third Party,5,1248
Hyderabad,Petrol,Hatchback,64487,Manual,2,Maruti,Maruti Baleno,2018,1.2 Zeta,550000,2018,Not Available,5,1197
Hyderabad,Petrol,Hatchback,95783,Manual,1,Maruti,Maruti Baleno,2017,1.2 Alpha,609000,2017,Third Party,5,1197
Hyderabad,Diesel,MUV,60000,Automatic,2,Tata,Tata Hexa,2019,XTA,1450000,2019,Third Party,7,2179
Hyderabad,Petrol,MUV,59108,Manual,1,Maruti,Maruti XL6,2021,Zeta,1100000,2021,Comprehensive,6,1462
Hyderabad,Diesel,Sedan,50000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2019,Prime C 220d,3800000,2019,Third Party,5,1950
Hyderabad,Petrol,SUV,31500,Manual,2,Nissan,Nissan Kicks,2020,1.3 Turbo XV Pre Option,1199000,2020,Comprehensive,5,1330
Hyderabad,Diesel,SUV,128193,Manual,1,Mahindra,Mahindra XUV500,2015,W6 2WD,844999,2015,Comprehensive,7,2179
Hyderabad,Diesel,Sedan,87810,Manual,1,Hyundai,Hyundai Verna,2018,CRDi 1.6 SX Option,1013000,2018,Zero Dep,5,1582
Hyderabad,Petrol,SUV,64951,Manual,2,Hyundai,Hyundai Creta,2017,1.6 VTVT SX Plus,1008000,2017,Comprehensive,5,1591
Hyderabad,Petrol,Hatchback,50000,Manual,2,Hyundai,Hyundai Santro Xing,2012,GLS,260000,2012,Third Party,5,1086
Hyderabad,Diesel,SUV,97161,Manual,1,Hyundai,Hyundai Creta,2017,1.6 CRDi SX Option,1124000,2017,Third Party,5,1582
Hyderabad,Petrol,Sedan,67805,Manual,1,Volkswagen,Volkswagen Ameo,2017,1.2 MPI Highline Plus,609000,2017,Zero Dep,5,1198
Hyderabad,Diesel,SUV,158000,Automatic,2,Audi,Audi Q3,2014,2.0 TDI Quattro Premium Plus,1450000,2014,Third Party,5,1968
Hyderabad,Petrol,Hatchback,70435,Manual,2,Maruti,Maruti Alto K10,2014,VXI,272000,2014,Third Party,5,998
Hyderabad,Diesel,SUV,49287,Manual,1,MG,MG Hector,2020,Super Diesel MT BSIV,1500000,2020,Comprehensive,5,1956
Hyderabad,Petrol,Hatchback,84759,Automatic,2,Hyundai,Hyundai Santro,2018,Sportz AMT BSIV,522000,2018,Comprehensive,5,1086
Hyderabad,Petrol,Hatchback,74538,Manual,2,Maruti,Maruti Baleno,2017,1.2 Zeta,623000,2017,Comprehensive,5,1197
Hyderabad,Diesel,SUV,53000,Manual,1,Mahindra,Mahindra Scorpio,2010,VLX 2WD BSIV,585000,2010,Third Party,8,2179
Hyderabad,Petrol,Hatchback,79024,Manual,2,Maruti,Maruti Alto 800,2017,VXI,298000,2017,Third Party,5,796
Hyderabad,Diesel,Hatchback,80000,Manual,1,Maruti,Maruti Celerio,2016,VDi,400000,2016,Third Party,5,793
Hyderabad,Diesel,Sedan,56000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2019,Exclusive E 220 d BSIV,4980000,2019,Third Party,5,1950
Hyderabad,Diesel,SUV,62125,Manual,1,Hyundai,Hyundai Creta,2018,1.6 CRDi SX,1080000,2018,Comprehensive,5,1582
Hyderabad,Diesel,Hatchback,95596,Manual,1,Toyota,Toyota Etios Cross,2014,1.4L VD,520000,2014,Comprehensive,5,1364
Hyderabad,Petrol,Hatchback,18500,Manual,1,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Asta,680000,2019,Comprehensive,5,1197
Hyderabad,Diesel,Hatchback,144000,Manual,2,Maruti,Maruti Swift,2016,DDiS VDI,500000,2016,Third Party,5,1248
Hyderabad,Petrol,Sedan,55200,Manual,1,Honda,Honda City,2021,ZX MT,1199000,2021,Third Party,5,1498
Hyderabad,Diesel,Hatchback,188058,Manual,1,Hyundai,Hyundai i20,2016,Asta 1.4 CRDi,498000,2016,Not Available,5,1396
Hyderabad,Petrol,Hatchback,71779,Manual,1,Hyundai,Hyundai i20,2016,Asta 1.2,633000,2016,Third Party,5,1197
Hyderabad,Petrol,Sedan,101176,Manual,3,Honda,Honda City,2015,i VTEC V,562000,2015,Third Party,5,1497
Hyderabad,Diesel,Hatchback,75000,Manual,1,Maruti,Maruti Celerio,2016,VDi,475000,2016,Third Party,5,793
Hyderabad,Petrol,Hatchback,66676,Manual,1,Honda,Honda Jazz,2017,1.2 V i VTEC,601000,2017,Comprehensive,5,1199
Hyderabad,Petrol,Hatchback,2236,Manual,1,Maruti,Maruti Alto 800,2018,LXI,352000,2018,Third Party,5,796
Hyderabad,Diesel,SUV,62000,Automatic,1,Mahindra,Mahindra Alturas G4,2019,4X4 AT BSIV,2395000,2019,Third Party,7,2157
Hyderabad,Petrol,Hatchback,74754,Manual,2,Hyundai,Hyundai i10,2012,Era 1.1 iTech SE,300000,2012,Third Party,5,1086
Hyderabad,Petrol,Hatchback,66244,Manual,1,Maruti,Maruti Baleno,2018,Delta,720000,2018,Third Party,5,1197
Hyderabad,Petrol,Hatchback,17341,Manual,1,Renault,Renault KWID,2022,1.0 RXT BSVI,541000,2022,Third Party,5,999
Hyderabad,Petrol,Hatchback,44675,Manual,1,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Sportz Option,513999,2018,Third Party,5,1197
Hyderabad,Diesel,SUV,70000,Manual,3,Mahindra,Mahindra Jeep,2001,MM 540,395000,2001,Third Party,6,2112
Hyderabad,Petrol,Hatchback,30829,Manual,1,Maruti,Maruti Baleno,2022,Zeta,780000,2022,Comprehensive,5,1197
Hyderabad,Petrol,Sedan,100000,Manual,2,Tata,Tata Zest,2015,Revotron 1.2T Anniversary Edition,400000,2015,Third Party,5,1193
Hyderabad,Diesel,Sedan,53800,Manual,1,Maruti,Maruti Ciaz,2019,Alpha 1.5,994999,2019,Third Party,5,1498
Hyderabad,Diesel,SUV,122000,Manual,1,Hyundai,Hyundai Creta,2017,1.4 E Plus CRDi,940000,2017,Third Party,5,1396
Hyderabad,Diesel,SUV,107220,Manual,1,Mahindra,Mahindra XUV500,2017,R W10 FWD,1490000,2017,Third Party,7,2179
Hyderabad,Diesel,Sedan,129000,Manual,1,Honda,Honda City,2015,i DTEC SV,580000,2015,Third Party,5,1498
Hyderabad,Diesel,SUV,60000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLS,2017,350d 4MATIC,6695000,2017,Third Party,7,2987
Hyderabad,Petrol,Hatchback,83829,Manual,1,Datsun,Datsun RediGO,2018,1.0 S,375000,2018,Third Party,5,999
Hyderabad,Diesel,SUV,70000,Automatic,1,Audi,Audi Q5,2017,30 TDI quattro Premium,3000000,2017,Third Party,5,1968
Hyderabad,Petrol,Hatchback,52996,Manual,2,Honda,Honda Brio,2013,S MT,314000,2013,Third Party,5,1198
Hyderabad,Petrol,Hatchback,16105,Automatic,2,Renault,Renault KWID,2021,Climber 1.0 AMT Opt,556000,2021,Third Party,5,999
Hyderabad,Diesel,Sedan,151901,Manual,1,Mercedes-Benz,Mercedes-Benz C-Class,2016,220,2850000,2016,Third Party,5,2148
Hyderabad,Petrol,Hatchback,15680,Manual,1,Maruti,Maruti Baleno,2021,Zeta,787000,2021,Zero Dep,5,1197
Hyderabad,Petrol,Hatchback,55065,Automatic,1,Maruti,Maruti Swift,2019,VXI AMT,595000,2019,Third Party,5,1197
Hyderabad,Diesel,Hatchback,120000,Manual,2,Toyota,Toyota Etios Liva,2016,1.4 GD,400000,2016,Third Party,5,1364
Hyderabad,Petrol,Hatchback,15518,Automatic,2,Tata,Tata Tiago,2021,XZA Plus Dual Tone Roof AMT BSVI,771000,2021,Third Party,5,1199
Hyderabad,Diesel,Sedan,39907,Automatic,1,Honda,Honda Amaze,2018,V CVT Diesel,790000,2018,Third Party,5,1498
Hyderabad,Petrol,Hatchback,45560,Manual,1,Hyundai,Hyundai i20,2017,Sportz 1.2,655000,2017,Zero Dep,5,1197
Hyderabad,Petrol,Hatchback,42096,Manual,1,Hyundai,Hyundai i10,2012,Sportz,336000,2012,Third Party,5,1197
Hyderabad,Diesel,Sedan,70500,Automatic,2,Mercedes-Benz,Mercedes-Benz CLA,2015,200 CDI Style,1775000,2015,Third Party,5,2143
Hyderabad,Petrol,Sedan,63886,Manual,1,Honda,Honda City,2018,i-VTEC V,832000,2018,Third Party,5,1497
Hyderabad,Diesel,MUV,95600,Manual,1,Tata,Tata Hexa,2017,XM,1025000,2017,Third Party,7,2179
Hyderabad,Diesel,Sedan,101000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2013,E250 CDI Avantgrade,1995000,2013,Third Party,5,2143
Hyderabad,Diesel,Sedan,61000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2015,E250 CDI Avantgrade,2650000,2015,Third Party,5,2143
Hyderabad,Diesel,SUV,95000,Automatic,1,BMW,BMW X1,2016,sDrive 20d M Sport,2450000,2016,Third Party,5,1995
Hyderabad,Diesel,SUV,97000,Automatic,1,Audi,Audi Q3,2017,35 TDI Quattro Premium,2550000,2017,Third Party,5,1968
Hyderabad,Diesel,Hatchback,61000,Manual,1,Maruti,Maruti Swift,2016,LDI BSIV,595000,2016,Third Party,5,1248
Hyderabad,Petrol,Hatchback,18000,Automatic,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Sportz Option AT,625000,2017,Third Party,5,1197
Hyderabad,Petrol,Hatchback,63000,Automatic,1,Hyundai,Hyundai Grand i10,2016,AT Asta,599000,2016,Third Party,5,1197
Hyderabad,Petrol,Hatchback,52617,Manual,2,Maruti,Maruti Baleno,2018,1.2 Alpha,615000,2018,Third Party,5,1197
Hyderabad,Petrol,Hatchback,51865,Manual,1,Maruti,Maruti Celerio,2019,ZXI,513999,2019,Third Party,5,998
Hyderabad,Diesel,SUV,93000,Manual,1,Audi,Audi Q3,2017,30 TDI,2375000,2017,Third Party,5,1968
Hyderabad,Petrol,Hatchback,110410,Manual,1,Maruti,Maruti Swift,2015,VXI,458000,2015,Comprehensive,5,1197
Hyderabad,Petrol,Sedan,55846,Automatic,1,Maruti,Maruti Ciaz,2017,AT ZXi,700000,2017,Third Party,5,1373
Hyderabad,Petrol,Hatchback,47000,Manual,1,Renault,Renault KWID,2020,1.0 RXL BSVI,515000,2020,Third Party,5,999
Hyderabad,Petrol,SUV,39914,Manual,1,Ford,Ford Ecosport,2018,1.5 Petrol Titanium BSIV,822000,2018,Third Party,5,1497
Hyderabad,Petrol,Hatchback,73000,Manual,1,Hyundai,Hyundai Santro Xing,2010,GLS,265000,2010,Third Party,5,1086
Hyderabad,Petrol,Hatchback,88048,Manual,1,Hyundai,Hyundai i20,2016,Sportz 1.2,579000,2016,Third Party,5,1197
Hyderabad,Petrol,Hatchback,92278,Manual,2,Hyundai,Hyundai i10,2013,Magna,318000,2013,Third Party,5,1197
Hyderabad,Diesel,SUV,260000,Manual,1,Toyota,Toyota Qualis,2003,FS F7,434999,3,Third Party,8,2446
Hyderabad,Petrol,Sedan,92960,Manual,1,Honda,Honda City,2016,i VTEC V,643000,2016,Comprehensive,5,1497
Hyderabad,Petrol,Hatchback,63000,Manual,1,Tata,Tata Altroz,2020,XZ BSVI,750000,2020,Third Party,5,1199
Hyderabad,Petrol,SUV,20000,Automatic,1,Renault,Renault Kiger,2021,RXZ AMT DT,825000,2021,Third Party,5,999
Hyderabad,Petrol,SUV,7000,Automatic,1,Jeep,Jeep Compass,2022,Model S DCT BSVI,2675000,2022,Comprehensive,5,1368
Hyderabad,Petrol,Hatchback,4600,Automatic,1,Maruti,Maruti S-Presso,2022,VXi Plus Opt AT,610000,2022,Comprehensive,5,998
Hyderabad,Petrol,Sedan,22800,Manual,1,Honda,Honda City,2021,i-VTEC V,1090000,2021,Comprehensive,5,1497
Hyderabad,Diesel,Sedan,150000,Manual,1,Ford,Ford Fiesta,2006,1.4 TDCi EXI,100000,2006,Third Party,5,1399
Hyderabad,Petrol,Sedan,10000,Manual,1,Maruti,Maruti Swift Dzire Tour,2020,1.2 S STD,625000,2020,Third Party,5,1197
Hyderabad,Petrol,Hatchback,70000,Manual,2,Ford,Ford Figo,2010,Petrol Titanium,185000,2010,Third Party,5,1196
Hyderabad,Petrol,Hatchback,44790,Manual,1,Maruti,Maruti Alto 800,2020,LXI,357000,2020,Third Party,5,796
Hyderabad,Petrol,Hatchback,14213,Manual,1,Maruti,Maruti S-Presso,2022,VXI Plus 2019-2022,547000,2022,Third Party,5,998
Hyderabad,Diesel,SUV,102000,Manual,2,Maruti,Maruti Vitara Brezza,2018,VDi Option,800000,2018,Comprehensive,5,1248
Hyderabad,Petrol,Hatchback,40724,Manual,3,Hyundai,Hyundai i10,2012,Magna,311000,2012,Third Party,5,1197
Hyderabad,Petrol,Hatchback,55724,Manual,2,Maruti,Maruti Baleno,2017,1.2 Delta,570000,2017,Third Party,5,1197
Hyderabad,Petrol,Sedan,100000,Manual,1,Maruti,Maruti Swift Dzire,2010,VXi,300000,2010,Third Party,5,1298
Hyderabad,Petrol,Hatchback,85396,Manual,1,Maruti,Maruti Alto 800,2017,VXI,332000,2017,Third Party,5,796
Hyderabad,Petrol,Hatchback,50000,Manual,2,Maruti,Maruti Baleno,2016,1.2 Zeta,509999,2016,Third Party,5,1197
Hyderabad,Petrol,Hatchback,27136,Manual,1,Maruti,Maruti Alto 800,2016,LXI Optional,325000,2016,Comprehensive,5,796
Hyderabad,Petrol,Hatchback,44591,Manual,1,Ford,Ford Freestyle,2019,Titanium Plus Petrol BSIV,644000,2019,Zero Dep,5,1194
Hyderabad,Petrol,Coupe,6000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2021,Coupe C43 AMG,8200000,2021,Third Party,4,2996
Hyderabad,Petrol,Hatchback,20034,Manual,1,Maruti,Maruti Ignis,2018,1.2 Delta BSIV,528000,2018,Comprehensive,5,1197
Hyderabad,Petrol,Hatchback,50000,Manual,2,Hyundai,Hyundai Santro Xing,2012,GLS,260000,2012,Third Party,5,1086
Hyderabad,Petrol,MUV,47529,Manual,1,Kia,Kia Carens,2022,Premium BSVI,1150000,2022,Comprehensive,7,1497
Hyderabad,Petrol,Hatchback,46739,Automatic,1,Maruti,Maruti Baleno,2017,Zeta CVT,740000,2017,Comprehensive,5,1197
Hyderabad,Diesel,Sedan,150000,Manual,2,Hyundai,Hyundai Verna,2012,1.6 SX CRDi (O),409999,2012,Third Party,5,1582
Hyderabad,Petrol,Hatchback,62000,Automatic,1,Maruti,Maruti Celerio X,2019,AMT ZXI Option BSIV,599000,2019,Third Party,5,998
Hyderabad,Petrol,MUV,45000,Manual,1,Maruti,Maruti XL6,2021,Zeta,1125000,2021,Third Party,6,1462
Hyderabad,Petrol,Sedan,36000,Automatic,1,Honda,Honda City,2020,ZX CVT,1299000,2020,Third Party,5,1498
Hyderabad,Petrol,Sedan,40000,Manual,1,Honda,Honda City,2019,i-VTEC ZX,1050000,2019,Third Party,5,1497
Hyderabad,Petrol,Hatchback,15850,Manual,1,Datsun,Datsun RediGO,2020,1.0 T Option,416000,2020,Comprehensive,5,999
Hyderabad,Petrol,Sedan,62535,Automatic,1,Maruti,Maruti Swift Dzire,2017,AMT ZXI Plus,642000,2017,Third Party,5,1197
Hyderabad,Diesel,SUV,94600,Manual,1,Maruti,Maruti Vitara Brezza,2018,VDi Option,849000,2018,Comprehensive,5,1248
Hyderabad,Petrol,Sedan,80375,Manual,2,Maruti,Maruti Swift Dzire,2013,VXI,434000,2013,Third Party,5,1197
Hyderabad,Petrol,Hatchback,97935,Manual,3,Honda,Honda Brio,2012,S MT,276000,2012,Comprehensive,5,1198
Hyderabad,Petrol,Hatchback,38300,Manual,1,Hyundai,Hyundai i20,2019,Magna Plus,710000,2019,Comprehensive,5,1197
Hyderabad,Petrol,Hatchback,81917,Manual,1,Maruti,Maruti Baleno,2017,1.2 Delta,580000,2017,Zero Dep,5,1197
Hyderabad,Petrol,Hatchback,69000,Manual,1,Maruti,Maruti Baleno,2016,1.2 Delta,575000,2016,Comprehensive,5,1197
Hyderabad,Petrol,Hatchback,43566,Manual,2,Hyundai,Hyundai Grand i10,2016,Sportz,498000,2016,Comprehensive,5,1197
Hyderabad,Petrol,Hatchback,94201,Manual,2,Hyundai,Hyundai i20,2015,Sportz 1.2,533000,2015,Third Party,5,1197
Hyderabad,Petrol,Hatchback,50000,Automatic,1,Maruti,Maruti Baleno,2017,1.2 CVT Zeta,699000,2017,Third Party,5,1197
Hyderabad,Petrol,Hatchback,40689,Manual,1,Tata,Tata Tiago,2019,1.2 Revotron XZ,520000,2019,Zero Dep,5,1199
Hyderabad,Petrol,Sedan,35849,Manual,1,Honda,Honda Amaze,2018,V Petrol BSIV,720000,2018,Comprehensive,5,1199
Hyderabad,Diesel,SUV,15833,Manual,1,MG,MG Hector,2021,Sharp Diesel MT,1800000,2021,Zero Dep,5,1956
Hyderabad,Diesel,Sedan,90000,Manual,2,Skoda,Skoda Laura,2011,Ambiente 2.0 TDI CR MT,380000,2011,Third Party,5,1968
Hyderabad,Petrol,Hatchback,62000,Manual,1,Hyundai,Hyundai i20,2019,Asta Option BSIV,749000,2019,Third Party,5,1197
Hyderabad,Petrol,Hatchback,40000,Manual,3,Maruti,Maruti Alto K10,2017,VXI,330000,2017,Third Party,5,998
Hyderabad,Diesel,SUV,20000,Automatic,1,Tata,Tata New Safari,2021,XZA Plus (O) 6 Str Adventure Edition AT,2195000,2021,Comprehensive,6,1956
Hyderabad,Petrol,Hatchback,10000,Manual,1,Tata,Tata Tiago NRG,2022,XZ BSVI,700000,2022,Third Party,5,1199
Hyderabad,Petrol,Hatchback,69552,Manual,1,Hyundai,Hyundai i20,2016,Sportz 1.2,645000,2016,Third Party,5,1197
Hyderabad,Petrol,Hatchback,97610,Automatic,1,Renault,Renault KWID,2018,1.0 AMT RXT,391000,2018,Third Party,5,999
Hyderabad,Petrol,Sedan,74914,Automatic,2,Honda,Honda City,2012,1.5 V AT Sunroof,509000,2012,Third Party,5,1497
Hyderabad,Diesel,SUV,41000,Automatic,1,Tata,Tata Harrier,2022,XZA Plus Dual Tone AT BSVI,2275000,2022,Third Party,5,1956
Hyderabad,Petrol,Hatchback,101887,Manual,2,Hyundai,Hyundai i20,2015,Sportz 1.2,516000,2015,Comprehensive,5,1197
Hyderabad,Petrol,Hatchback,42217,Manual,2,Maruti,Maruti Wagon R,2012,LXI BS IV,312000,2012,Comprehensive,5,998
Hyderabad,Petrol,SUV,63000,Automatic,1,Jeep,Jeep Compass,2019,1.4 Limited Option,1975000,2019,Third Party,5,1368
Hyderabad,Petrol,Hatchback,80315,Automatic,2,Maruti,Maruti Celerio,2016,VXI AMT,434000,2016,Third Party,5,998
Hyderabad,Petrol,Hatchback,55000,Manual,1,Maruti,Maruti Wagon R,2013,VXI,375000,2013,Third Party,5,998
Hyderabad,Petrol,Hatchback,64447,Manual,1,Datsun,Datsun GO,2019,T Option Petrol,432000,2019,Third Party,5,1198
Hyderabad,Petrol,Hatchback,76947,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2019,AMT Sportz,688000,2019,Third Party,5,1197
Hyderabad,Petrol,Hatchback,23110,Manual,1,Datsun,Datsun RediGO,2018,T Option,350000,2018,Third Party,5,799
Hyderabad,Petrol,Hatchback,40235,Manual,2,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Sportz BSIV,496000,2018,Third Party,5,1197
Hyderabad,Petrol,Hatchback,48992,Manual,1,Maruti,Maruti Swift,2017,VXI BSIV,630000,2017,Third Party,5,1197
Hyderabad,Petrol,Hatchback,21000,Automatic,1,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Magna AT,685000,2019,Third Party,5,1197
Hyderabad,Diesel,SUV,30465,Automatic,1,Citroen,Citroen C5 Aircross,2021,Shine,3200000,2021,Comprehensive,5,1997
Hyderabad,Cng,Hatchback,50000,Manual,1,Maruti,Maruti Celerio,2022,VXI CNG BSVI,630000,2022,Third Party,5,998
Hyderabad,Petrol,MUV,90000,Manual,2,Honda,Honda Mobilio,2015,V i-VTEC,550000,2015,Third Party,7,1497
Hyderabad,Diesel,MUV,136083,Manual,1,Honda,Honda Mobilio,2014,S i-DTEC,520000,2014,Comprehensive,7,1498
Hyderabad,Petrol,Sedan,90000,Manual,2,Honda,Honda City,2007,GXi,250000,2007,Third Party,5,1497
Hyderabad,Diesel,SUV,100000,Manual,1,Maruti,Maruti Vitara Brezza,2019,ZDi Plus,1000000,2019,Third Party,5,1248
Hyderabad,Petrol,Hatchback,39817,Manual,2,Maruti,Maruti Ignis,2018,1.2 Delta BSIV,496000,2018,Zero Dep,5,1197
Hyderabad,Diesel,Sedan,54063,Manual,1,Maruti,Maruti Ciaz,2017,1.3 Zeta,788000,2017,Third Party,5,1248
Hyderabad,Petrol,Hatchback,37000,Manual,1,Hyundai,Hyundai i20 N Line,2021,N6 iMT BSVI,994999,2021,Comprehensive,5,998
Hyderabad,Petrol,Hatchback,67372,Manual,1,Hyundai,Hyundai Grand i10,2013,Sportz,416000,2013,Third Party,5,1197
Hyderabad,Petrol,Hatchback,76685,Manual,1,Maruti,Maruti Alto 800,2019,VXI BSIV,344000,2019,Third Party,5,796
Hyderabad,Diesel,Hatchback,115595,Manual,1,Maruti,Maruti Swift,2014,RS VDI,450000,2014,Comprehensive,5,1248
Hyderabad,Petrol,Hatchback,89956,Manual,2,Volkswagen,Volkswagen Polo,2019,1.0 MPI Comfortline,523000,2019,Third Party,5,999
Hyderabad,Diesel,Sedan,120000,Manual,2,Maruti,Maruti Swift Dzire,2011,VDi,340000,2011,Third Party,5,1248
