city,ft,bt,km,transmission,ownerNo,oem,model,modelYear,variantName,price,Registration Year,Insurance Validity,Seats,Engine Displacement
Hyderabad,Diesel,SUV,80000,Automatic,2,Jaguar,Jaguar F-Pace,2018,Prestige 2.0 AWD,3600000,2018,Third Party,5,1999
Hyderabad,Petrol,Hatchback,94681,Manual,2,Maruti,Maruti Ritz,2014,ZXi,367000,2014,Comprehensive,5,1197
Hyderabad,Diesel,SUV,37421,Manual,2,Mahindra,Mahindra Thar,2013,CRDe AC,522000,2013,Comprehensive,6,2498
Hyderabad,Petrol,SUV,40000,Automatic,1,Mahindra,Mahindra Thar,2021,LX 4-Str Hard Top AT BSVI,1500000,2021,Third Party,4,1997
Hyderabad,Diesel,Sedan,100456,Manual,1,Skoda,Skoda Rapid,2016,1.5 TDI Style BSIV,765000,2016,Third Party,5,1498
Hyderabad,Petrol,Sedan,80000,Manual,2,Honda,Honda Civic,2008,1.8 V MT,250000,2008,Third Party,5,1799
Hyderabad,Petrol,Hatchback,95036,Manual,2,Maruti,Maruti Swift,2013,VXI,425000,2013,Comprehensive,5,1197
Hyderabad,Petrol,Hatchback,96632,Manual,2,Hyundai,Hyundai EON,2015,D Lite Plus,260000,2015,Comprehensive,5,814
Hyderabad,Petrol,Sedan,80000,Manual,2,Honda,Honda Civic,2008,1.8 V MT,250000,2008,Third Party,5,1799
Hyderabad,Petrol,Hatchback,60976,Manual,1,Maruti,Maruti Alto 800,2015,LXI,256999,2015,Third Party,5,796
Hyderabad,Petrol,Hatchback,120000,Manual,1,Maruti,Maruti Zen,2001,LX,69000,2001,Third Party,5,993
Hyderabad,Petrol,Hatchback,88046,Manual,3,Chevrolet,Chevrolet Spark,2008,1,50000,9,Not Available,5,995
Hyderabad,Diesel,SUV,103000,Automatic,1,Volvo,Volvo XC60,2016,D4 Momentum,1625000,2016,Third Party,5,1984
Hyderabad,Petrol,SUV,9800,Manual,1,Jeep,Jeep Compass,2019,1.4 Sport Plus BSIV,1650000,2019,Third Party,5,1368
Hyderabad,Petrol,SUV,92000,Automatic,1,Audi,Audi Q5,2010,2.0 TFSI Quattro,1150000,2010,Third Party,5,1984
Hyderabad,Petrol,MUV,59000,Manual,1,Honda,Honda Mobilio,2014,E i-VTEC,499000,2014,Third Party,7,1497
Hyderabad,Diesel,Sedan,93000,Manual,1,Chevrolet,Chevrolet Sail,2013,1.3 LS,315000,2013,Third Party,5,1248
Hyderabad,Petrol,SUV,10000,Automatic,1,Tata,Tata Punch,2022,Creative AMT DT BSVI,980000,2022,Third Party,5,1199
Hyderabad,Diesel,SUV,70451,Manual,2,Maruti,Maruti Vitara Brezza,2017,ZDi,821000,2017,Third Party,5,1248
Hyderabad,Petrol,Hatchback,73838,Automatic,2,Maruti,Maruti Swift,2018,VXI AMT,568000,2018,Third Party,5,1197
Hyderabad,Petrol,SUV,20000,Automatic,1,Hyundai,Hyundai Alcazar,2022,Signature AT,2100000,2022,Third Party,6,1999
Hyderabad,Petrol,Hatchback,22726,Manual,1,Renault,Renault KWID,2020,RXT,446000,2020,Third Party,5,799
Hyderabad,Diesel,Hatchback,98700,Automatic,2,Maruti,Maruti Ignis,2017,1.3 AMT Zeta,555000,2017,Third Party,5,1248
Hyderabad,Petrol,SUV,20000,Automatic,1,MG,MG Astor,2022,Savvy Turbo AT BSVI,1850000,2022,Third Party,5,1349
Hyderabad,Diesel,Hatchback,97909,Manual,2,Maruti,Maruti Baleno,2018,1.3 Sigma,559000,2018,Comprehensive,5,1248
Hyderabad,Diesel,SUV,30000,Manual,1,Ford,Ford Ecosport,2020,1.5 Diesel Titanium,1050000,2020,Third Party,5,1498
Hyderabad,Petrol,Hatchback,77945,Manual,2,Hyundai,Hyundai Grand i10,2013,Sportz,412000,2013,Comprehensive,5,1197
Hyderabad,Petrol,Sedan,86017,Manual,1,Maruti,Maruti Swift Dzire,2017,VXI 1.2,615000,2017,Comprehensive,5,1197
Hyderabad,Diesel,SUV,20000,Manual,1,Hyundai,Hyundai Creta,2021,SX Opt Diesel BSVI,1810000,2021,Third Party,5,1493
Hyderabad,Petrol,Hatchback,83596,Manual,1,Maruti,Maruti Wagon R,2017,VXI BS IV,390000,2017,Comprehensive,5,998
Hyderabad,Petrol,Hatchback,80000,Manual,2,Maruti,Maruti 800,2004,AC,70000,2004,Third Party,4,796
Hyderabad,Petrol,Sedan,110000,Manual,2,Chevrolet,Chevrolet Optra,2005,1.6,70000,2005,Third Party,5,1599
Hyderabad,Petrol,Hatchback,40000,Manual,1,Ford,Ford Freestyle,2019,Titanium Plus Petrol BSIV,560000,2019,Third Party,5,1194
Hyderabad,Petrol,Sedan,50000,Manual,1,Maruti,Maruti Swift Dzire,2022,VXI BSVI,750000,2022,Third Party,5,1197
Hyderabad,Diesel,SUV,120000,Manual,2,Toyota,Toyota Qualis,2001,FS B4,170000,2001,Third Party,10,2446
Hyderabad,Petrol,SUV,10000,Manual,1,Mahindra,Mahindra XUV300,2022,W8 BSVI,1320000,2022,Third Party,5,1197
Hyderabad,Diesel,Hatchback,100000,Manual,1,Ford,Ford Figo,2015,1.5D Base MT,220000,2015,Third Party,5,1498
Hyderabad,Diesel,SUV,79464,Manual,1,Maruti,Maruti SX4 S Cross,2018,Zeta DDiS 200 SH,850000,2018,Not Available,5,1248
Hyderabad,Petrol,Sedan,87113,Manual,1,Maruti,Maruti Swift Dzire,2016,VXI,523000,2016,Third Party,5,1197
Hyderabad,Petrol,Sedan,52315,Manual,1,Maruti,Maruti Swift Dzire,2015,ZXI,583000,2015,Comprehensive,5,1197
Hyderabad,Petrol,SUV,10000,Automatic,1,MG,MG Hector Plus,2020,Sharp DCT,1750000,2020,Third Party,6,1451
Hyderabad,Petrol,Hatchback,60817,Manual,2,Hyundai,Hyundai Grand i10,2015,Asta,451000,2015,Comprehensive,5,1197
Hyderabad,Diesel,Sedan,55797,Manual,2,Hyundai,Hyundai Xcent,2018,1.2 CRDi SX Option,668000,2018,Comprehensive,5,1186
Hyderabad,Diesel,Sedan,110000,Manual,2,Hyundai,Hyundai Verna,2006,CRDi,195000,2006,Third Party,5,1493
Hyderabad,Diesel,SUV,64285,Manual,1,Maruti,Maruti Vitara Brezza,2017,ZDi,824000,2017,Third Party,5,1248
Hyderabad,Diesel,Sedan,120000,Manual,2,Skoda,Skoda Octavia,2006,Classic 1.9 TDI MT,160000,2006,Third Party,5,1896
Hyderabad,Diesel,Sedan,85948,Automatic,1,Maruti,Maruti Swift Dzire,2016,AMT ZDI,622000,2016,Third Party,5,1248
Hyderabad,Petrol,Sedan,105746,Manual,3,Honda,Honda City,2013,S,425000,2013,Comprehensive,5,1497
Hyderabad,Petrol,MUV,100000,Manual,1,Honda,Honda Mobilio,2015,S i-VTEC,450000,2015,Third Party,7,1497
Hyderabad,Petrol,Sedan,45949,Manual,1,Volkswagen,Volkswagen Vento,2020,1.0 TSI Highline Plus,1019999,2020,Third Party,5,999
Hyderabad,Petrol,Sedan,92000,Manual,1,Toyota,Toyota Corolla,2006,H2,325000,6,Third Party,5,1794
Hyderabad,Diesel,Sedan,83000,Automatic,1,Audi,Audi A6,2012,2.0 TDI Premium Plus,1499000,2012,Third Party,5,1968
Hyderabad,Petrol,Hatchback,60000,Manual,1,Hyundai,Hyundai i10,2008,Sportz 1.2,249000,2008,Third Party,5,1197
Hyderabad,Diesel,Hatchback,75000,Manual,1,Hyundai,Hyundai i20 Active,2018,S Diesel,799000,2018,Third Party,5,1396
Hyderabad,Petrol,Hatchback,80000,Manual,2,Maruti,Maruti 800,2004,AC,70000,2004,Third Party,4,796
Hyderabad,Diesel,Hatchback,71000,Manual,1,Maruti,Maruti Swift,2013,VDI,390000,2013,Third Party,5,1248
Hyderabad,Petrol,Sedan,84000,Manual,1,Hyundai,Hyundai Verna,2015,1.6 SX VTVT,580000,2015,Third Party,5,1591
Hyderabad,Petrol,Hatchback,110000,Manual,1,Maruti,Maruti Celerio,2018,ZXI Optional MT BSIV,380000,2018,Third Party,5,998
Hyderabad,Petrol,Hatchback,48659,Manual,1,Hyundai,Hyundai i10,2011,Magna,264000,2011,Third Party,5,1197
Hyderabad,Petrol,Hatchback,26970,Automatic,1,Hyundai,Hyundai Santro,2019,Sportz AMT BSIV,531000,2019,Third Party,5,1086
Hyderabad,Petrol,Sedan,92000,Manual,1,Mercedes-Benz,Mercedes-Benz C-Class,2007,C 200 Kompressor Elegance MT,525000,7,Third Party,5,1796
Hyderabad,Diesel,SUV,29766,Manual,1,Tata,Tata Nexon,2022,XM Diesel BSVI,1024000,2022,Third Party,5,1497
Hyderabad,Petrol,Hatchback,6580,Manual,1,Renault,Renault KWID,2022,CLIMBER BSVI,552000,2022,Comprehensive,5,999
Hyderabad,Diesel,SUV,80000,Automatic,2,BMW,BMW X1,2011,sDrive20d,950000,2011,Third Party,5,1995
Hyderabad,Petrol,Hatchback,98910,Manual,2,Maruti,Maruti Swift,2012,VXI,382000,2012,Third Party,5,1197
Hyderabad,Diesel,SUV,80000,Automatic,2,BMW,BMW X1,2011,sDrive20d,950000,2011,Third Party,5,1995
Hyderabad,Petrol,Sedan,48247,Automatic,1,Maruti,Maruti Ciaz,2017,1.4 AT Delta,715000,2017,Third Party,5,1373
Hyderabad,Petrol,Hatchback,54515,Manual,2,Honda,Honda Brio,2016,S MT,382000,2016,Third Party,5,1198
Hyderabad,Diesel,SUV,10000,Manual,2,Maruti,Maruti Vitara Brezza,2018,VDi,860000,2018,Third Party,5,1248
Hyderabad,Petrol,Hatchback,80546,Manual,1,Maruti,Maruti Baleno,2017,1.2 Alpha,635000,2017,Comprehensive,5,1197
Hyderabad,Lpg,Hatchback,10000,Manual,2,Maruti,Maruti Wagon R,2013,DUO LPG,325000,2013,Third Party,5,998
Hyderabad,Petrol,Hatchback,20000,Manual,2,Maruti,Maruti Alto,2008,LXi,120000,2008,Third Party,5,796
Hyderabad,Petrol,SUV,20000,Manual,1,Tata,Tata Punch,2022,Creative BSVI,850000,2022,Third Party,5,1199
Hyderabad,Petrol,Sedan,10000,Automatic,1,Skoda,Skoda Slavia,2022,1.0 TSI Style AT BSVI,1700000,2022,Third Party,5,999
Hyderabad,Petrol,Sedan,110000,Manual,3,Tata,Tata Manza,2012,Aura (ABS) Safire BS IV,170000,2012,Third Party,5,1368
Hyderabad,Petrol,Sedan,100000,Manual,2,Honda,Honda New Accord,2006,VTi-L MT,200000,2006,Third Party,5,2354
Hyderabad,Diesel,SUV,20000,Manual,2,Mahindra,Mahindra Scorpio,2012,LX 2WD 7S,400000,2012,Third Party,7,2179
Hyderabad,Diesel,SUV,20000,Manual,2,Mahindra,Mahindra Scorpio,2012,LX 2WD 7S,400000,2012,Third Party,7,2179
Hyderabad,Petrol,Hatchback,87773,Manual,1,Hyundai,Hyundai i10,2014,Sportz 1.1L,327000,2014,Comprehensive,5,1086
Hyderabad,Petrol,Sedan,81854,Manual,1,Honda,Honda Amaze,2018,S Petrol BSIV,627000,2018,Comprehensive,5,1199
Hyderabad,Diesel,Hatchback,110000,Manual,1,Maruti,Maruti Swift,2012,VDI,350000,2012,Third Party,5,1248
Hyderabad,Petrol,SUV,33090,Manual,1,Tata,Tata Nexon,2021,XZ Plus BSVI,993000,2021,Third Party,5,1199
Hyderabad,Petrol,Sedan,76071,Manual,2,Maruti,Maruti Ciaz,2016,VXi Plus,550000,2016,Third Party,5,1373
Hyderabad,Petrol,Hatchback,60000,Manual,3,Renault,Renault KWID,2016,RXT,250000,2016,Third Party,5,799
Hyderabad,Diesel,SUV,96529,Automatic,1,Tata,Tata New Safari,2021,XZA Plus 6 Str AT BSVI,1923999,2021,Third Party,6,1956
Hyderabad,Diesel,Sedan,110000,Manual,2,Volkswagen,Volkswagen Vento,2011,Diesel Highline,270000,2011,Third Party,5,1598
Hyderabad,Diesel,SUV,89576,Manual,3,Ford,Ford Ecosport,2017,1.5 TDCi Titanium BSIV,669000,2017,Comprehensive,5,1498
Hyderabad,Diesel,Sedan,88178,Manual,1,Hyundai,Hyundai Verna,2020,SX Opt Diesel,1321000,2020,Third Party,5,1493
Hyderabad,Diesel,MUV,70000,Manual,2,Maruti,Maruti Ertiga,2013,VDI,650000,2013,Third Party,7,1248
Hyderabad,Petrol,Sedan,16925,Manual,1,Honda,Honda Amaze,2021,S BSVI,706000,2021,Third Party,5,1199
Hyderabad,Petrol,Hatchback,12000,Manual,1,Maruti,Maruti Alto 800,2013,LXI,245000,2013,Third Party,5,796
Hyderabad,Diesel,SUV,20000,Automatic,1,BMW,BMW X3,2018,xDrive 20d Luxury Line,5500000,2018,Third Party,5,1995
Hyderabad,Diesel,SUV,60000,Manual,1,Mahindra,Mahindra XUV500,2013,W8 2WD,700000,2013,Third Party,7,2179
Hyderabad,Diesel,SUV,60000,Manual,1,Mahindra,Mahindra XUV500,2013,W8 2WD,700000,2013,Third Party,7,2179
Hyderabad,Diesel,Sedan,50000,Automatic,1,Jaguar,Jaguar XF,2014,3.0 Litre S Premium Luxury,2000000,2014,Third Party,5,2993
Hyderabad,Diesel,Sedan,120000,Automatic,3,BMW,BMW 5 Series,2018,520d Luxury Line,3500000,2018,Third Party,5,1995
Hyderabad,Diesel,SUV,50000,Automatic,2,Tata,Tata Nexon,2019,1.5 Revotorq XMA,850000,2019,Third Party,5,1497
Hyderabad,Diesel,MUV,100000,Manual,1,Toyota,Toyota Innova,2015,2.5 ZX Diesel 7 Seater,1500000,2015,Third Party,7,2494
Delhi,Diesel,SUV,10000,Automatic,1,Kia,Kia Seltos,2022,GTX Plus Diesel AT,1900000,2022,Third Party,5,1493
Delhi,Petrol,SUV,57437,Manual,2,Hyundai,Hyundai Creta,2016,1.6 VTVT S,762000,2016,Zero Dep,5,1591
Delhi,Petrol,SUV,8000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2020,200,5600000,2020,Comprehensive,5,1991
Delhi,Petrol,Hatchback,28151,Manual,2,Maruti,Maruti Swift,2018,VXI,523000,2018,Comprehensive,5,1197
Delhi,Petrol,SUV,60000,Manual,1,Hyundai,Hyundai Creta,2017,1.6 VTVT E Plus,765000,2017,Third Party,5,1591
Delhi,Petrol,SUV,20000,Manual,1,Kia,Kia Sonet,2021,HTK Plus BSVI,894999,2021,Comprehensive,5,1197
Delhi,Cng,Sedan,42682,Manual,1,Hyundai,Hyundai Aura,2021,S CNG,708000,2021,Third Party,5,1197
Delhi,Petrol,Hatchback,44653,Manual,1,Volkswagen,Volkswagen Polo,2017,1.2 MPI Trendline,400000,2017,Comprehensive,5,1198
Delhi,Cng,Hatchback,7000,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,Magna CNG,725000,2022,Comprehensive,5,1197
Delhi,Petrol,Hatchback,67823,Manual,1,Maruti,Maruti Baleno,2019,Alpha,663000,2019,Third Party,5,1197
Delhi,Petrol,Hatchback,50000,Automatic,1,Honda,Honda Brio,2014,VX AT,390000,2014,Comprehensive,5,1198
Delhi,Diesel,SUV,97055,Manual,1,Nissan,Nissan Kicks,2019,XV D BSIV,784000,2019,Comprehensive,5,1461
Delhi,Petrol,Sedan,114000,Automatic,1,Toyota,Toyota Camry,2017,2.5 Hybrid,2100000,2017,Comprehensive,5,2494
Delhi,Diesel,SUV,24000,Manual,1,Kia,Kia Sonet,2022,1.5 GTX Plus Diesel DT,1350000,2022,Zero Dep,5,1493
Delhi,Diesel,Sedan,30000,Automatic,1,BMW,BMW 5 Series,2016,520d Luxury Line,2350000,2016,Third Party,5,1995
Delhi,Electric,Hatchback,6000,Automatic,1,Mini,Mini Cooper SE,2023,Electric,4600000,2023,Comprehensive,4,0
Delhi,Petrol,MUV,7000,Manual,1,Toyota,Toyota Innova Crysta,2022,2.7 VX 7 STR,2250000,2022,Comprehensive,7,2694
Delhi,Diesel,SUV,34000,Automatic,1,MG,MG Gloster,2021,Sharp 7-Str,3500000,2021,Comprehensive,7,1996
Delhi,Diesel,SUV,29000,Automatic,1,BMW,BMW X1,2013,sDrive 20d Sportline,900000,2013,Third Party,5,1995
Delhi,Petrol,SUV,38000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2020,200,5245000,2020,Comprehensive,5,1991
Delhi,Diesel,SUV,150000,Manual,1,Tata,Tata Safari Storme,2013,EX,350000,2013,Third Party,7,2179
Delhi,Diesel,SUV,83329,Manual,1,Hyundai,Hyundai Venue,2019,SX Opt Diesel BSIV,839000,2019,Comprehensive,5,1396
Delhi,Petrol,Hatchback,43000,Manual,1,Maruti,Maruti Zen Estilo,2008,1.1 LXI BSIII,120000,2008,Third Party,5,1061
Delhi,Petrol,Hatchback,8000,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,Sportz,750000,2022,Third Party,5,1197
Delhi,Petrol,SUV,11404,Automatic,1,Skoda,Skoda Kushaq,2021,1.0 TSI Ambition AT BSVI,1284000,2021,Comprehensive,5,999
Delhi,Petrol,SUV,70000,Manual,2,Hyundai,Hyundai Creta,2019,1.6 VTVT SX Plus,850000,2019,Third Party,5,1591
Delhi,Diesel,Hatchback,23000,Manual,1,Tata,Tata Altroz,2023,XZ Diesel,869999,2023,Comprehensive,5,1497
Delhi,Petrol,Hatchback,19044,Manual,1,Maruti,Maruti Ignis,2022,Zeta BSVI,634000,2022,Comprehensive,5,1197
Delhi,Petrol,Sedan,23500,Automatic,1,BMW,BMW 7 Series,2017,740Li DPE Signature,7500000,2017,Comprehensive,5,2998
Delhi,Petrol,SUV,17367,Manual,1,Hyundai,Hyundai Creta,2019,1.6 SX,1250000,2019,Comprehensive,5,1591
Delhi,Diesel,SUV,3800,Manual,1,Kia,Kia Seltos,2020,HTK Diesel,1325000,2020,Third Party,5,1493
Delhi,Petrol,Sedan,45000,Automatic,1,BMW,BMW 3 Series GT,2017,M Sport Petrol,3215000,2017,Comprehensive,5,1998
Delhi,Petrol,Hatchback,43124,Automatic,2,Hyundai,Hyundai Grand i10,2014,AT Asta,421000,2014,Comprehensive,5,1197
Delhi,Diesel,SUV,20000,Manual,1,Mahindra,Mahindra XUV500,2020,W7,1300000,2020,Third Party,7,2179
Delhi,Diesel,SUV,60000,Automatic,1,Hyundai,Hyundai Creta,2017,1.6 CRDi AT SX Plus,1000000,2017,Third Party,5,1582
Delhi,Petrol,Hatchback,36000,Manual,1,Maruti,Maruti Baleno,2018,Zeta,600000,2018,Third Party,5,1197
Delhi,Petrol,Hatchback,44559,Automatic,1,Hyundai,Hyundai Grand i10,2015,AT Asta,495000,2015,Third Party,5,1197
Delhi,Petrol,SUV,10000,Manual,1,MG,MG Hector Plus,2022,Sharp Hybrid MT,2050000,2022,Third Party,6,1451
Delhi,Petrol,Hatchback,37587,Manual,1,Tata,Tata Altroz,2021,XM plus BSVI,627000,2021,Comprehensive,5,1199
Delhi,Petrol,Sedan,90000,Manual,1,Honda,Honda Amaze,2016,SX i VTEC,340000,2016,Third Party,5,1198
Delhi,Petrol,Hatchback,73786,Manual,1,Hyundai,Hyundai i10,2010,Magna 1.2,190000,2010,Comprehensive,5,1197
Delhi,Petrol,Sedan,50000,Automatic,1,Toyota,Toyota Corolla Altis,2009,1.8 VL AT,300000,2009,Third Party,5,1794
Delhi,Petrol,Hatchback,22000,Manual,1,Maruti,Maruti Swift,2018,VXI,575000,2018,Third Party,5,1197
Delhi,Petrol,Hatchback,38103,Automatic,1,Maruti,Maruti Baleno,2019,Alpha CVT,743000,2019,Comprehensive,5,1197
Delhi,Petrol,Hatchback,15000,Manual,1,Maruti,Maruti Ignis,2022,Zeta BSVI,645000,2022,Third Party,5,1197
Delhi,Diesel,MUV,69000,Automatic,1,Toyota,Toyota Innova Crysta,2018,2.8 GX AT BSIV,1700000,2018,Comprehensive,7,2755
Delhi,Petrol,Hatchback,48327,Manual,2,Hyundai,Hyundai Grand i10,2013,Asta,359000,2013,Comprehensive,5,1197
Delhi,Petrol,Hatchback,40000,Manual,1,Maruti,Maruti Zen Estilo,2008,1.1 LXI BSIII,120000,2008,Third Party,5,1061
Delhi,Petrol,SUV,38967,Manual,1,Kia,Kia Seltos,2020,GTX Plus,1121000,2020,Third Party,5,1353
Delhi,Diesel,SUV,50000,Manual,1,Kia,Kia Seltos,2020,HTK Diesel,1375000,2020,Comprehensive,5,1493
Delhi,Petrol,Hatchback,33000,Manual,1,Maruti,Maruti Baleno,2016,Alpha,525000,2016,Comprehensive,5,1197
Delhi,Petrol,Sedan,70000,Manual,1,Toyota,Toyota Etios,2014,G,375000,2014,Comprehensive,5,1496
Delhi,Petrol,Hatchback,120000,Manual,3,Maruti,Maruti Wagon R,2006,LXI,90000,2006,Third Party,5,998
Delhi,Diesel,SUV,72000,Automatic,1,Isuzu,Isuzu MU-X,2018,4X4,1698999,2018,Comprehensive,7,2999
Delhi,Petrol,SUV,58511,Manual,1,Hyundai,Hyundai Creta,2017,1.6 VTVT E Plus,894999,2017,Comprehensive,5,1591
Delhi,Diesel,Sedan,60000,Manual,1,Maruti,Maruti Swift Dzire,2014,VDI,409999,2014,Third Party,5,1248
Delhi,Diesel,SUV,40000,Manual,3,Mahindra,Mahindra Scorpio,2019,S7 140 BSIV,1250000,2019,Third Party,7,2179
Delhi,Petrol,Hatchback,43500,Manual,1,Maruti,Maruti Swift,2019,LXI BSIV,525000,2019,Comprehensive,5,1197
Delhi,Petrol,Sedan,68192,Manual,1,Maruti,Maruti Swift Dzire,2019,VXi,625000,2019,Comprehensive,5,1298
Delhi,Diesel,SUV,100000,Manual,3,Mahindra,Mahindra XUV500,2017,W6 1.99 mHawk,850000,2017,Third Party,7,1997
Delhi,Diesel,Hatchback,74872,Manual,1,Honda,Honda Jazz,2015,1.5 V i DTEC,340000,2015,Comprehensive,5,1498
Delhi,Diesel,MUV,47000,Manual,1,Toyota,Toyota Innova Crysta,2019,2.4 GX 7 STR,1750000,2019,Comprehensive,7,2393
Delhi,Petrol,SUV,9000,Manual,1,Maruti,Maruti Brezza,2022,Zxi Plus DT BSVI,1295000,2022,Third Party,5,1462
Delhi,Petrol,Hatchback,31000,Manual,1,Volkswagen,Volkswagen Polo,2019,1.0 MPI Highline Plus BSIV,699000,2019,Comprehensive,5,999
Delhi,Petrol,Hatchback,33709,Manual,2,Tata,Tata Tiago,2018,1.2 Revotron XE,399000,2018,Comprehensive,5,1199
Delhi,Petrol,Hatchback,123617,Manual,1,Maruti,Maruti Ignis,2018,1.2 Alpha BSIV,387000,2018,Comprehensive,5,1197
Delhi,Diesel,Sedan,31000,Automatic,1,Audi,Audi A6,2015,35 TDI Technology,1475000,2015,Comprehensive,5,1968
Delhi,Cng,Hatchback,45000,Manual,1,Hyundai,Hyundai Santro,2019,Sportz CNG BSIV,484999,2019,Third Party,5,1086
Delhi,Cng,Hatchback,82000,Manual,1,Maruti,Maruti Wagon R,2014,CNG LXI BSIV,295000,2014,Third Party,5,998
Delhi,Petrol,Hatchback,36400,Automatic,1,Maruti,Maruti Celerio,2015,VXI AT,425000,2015,Comprehensive,5,998
Delhi,Diesel,Sedan,75000,Automatic,2,Mercedes-Benz,Mercedes-Benz S-Class,2017,S 350 d,7125000,2017,Comprehensive,5,2925
Delhi,Petrol,Hatchback,69000,Manual,1,Honda,Honda Brio,2013,S MT,250000,2013,Third Party,5,1198
Delhi,Diesel,Sedan,110000,Manual,1,Fiat,Fiat Linea,2015,Emotion (Diesel),350000,2015,Third Party,5,1248
Delhi,Diesel,SUV,62500,Automatic,1,Nissan,Nissan Terrano,2016,XV D Premium AMT,645000,2016,Comprehensive,5,1461
Delhi,Petrol,Hatchback,20000,Manual,1,Renault,Renault KWID,2021,RXL,459999,2021,Third Party,5,799
Delhi,Petrol,Sedan,70307,Manual,2,Honda,Honda City,2014,i VTEC V,458000,2014,Zero Dep,5,1497
Delhi,Diesel,SUV,50000,Automatic,1,Audi,Audi Q5,2015,2.0 TDI,1800000,2015,Third Party,5,1968
Delhi,Petrol,Hatchback,30000,Manual,1,Maruti,Maruti Ignis,2020,1.2 Zeta BSIV,580000,2020,Third Party,5,1197
Delhi,Diesel,SUV,65000,Automatic,1,BMW,BMW X5,2017,xDrive 30d Design Pure Experience 5 Seater,4200000,2017,Comprehensive,5,2993
Delhi,Petrol,Hatchback,4108,Manual,2,Maruti,Maruti Ignis,2022,Sigma BSVI,517000,2022,Third Party,5,1197
Delhi,Petrol,Hatchback,40000,Manual,1,Hyundai,Hyundai i20,2020,Sportz Plus,750000,2020,Comprehensive,5,1197
Delhi,Petrol,Hatchback,91926,Manual,1,Hyundai,Hyundai i10,2012,Magna,213000,2012,Comprehensive,5,1197
Delhi,Diesel,Sedan,40000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2014,E250 CDI Avantgrade,1450000,2014,Third Party,5,2143
Delhi,Cng,MUV,40000,Manual,1,Maruti,Maruti Ertiga,2021,CNG VXI,1100000,2021,Third Party,7,1462
Delhi,Petrol,Hatchback,60000,Manual,1,Maruti,Maruti Baleno,2019,1.2 Delta,611000,2019,Third Party,5,1197
Delhi,Petrol,Hatchback,23200,Manual,1,Toyota,Toyota Glanza,2021,G,745000,2021,Third Party,5,1197
Delhi,Diesel,SUV,36000,Automatic,1,Kia,Kia Seltos,2021,GTX Plus Diesel AT,1851000,2021,Comprehensive,5,1493
Delhi,Petrol,Hatchback,50000,Manual,1,Hyundai,Hyundai Grand i10,2015,Sportz,415000,2015,Comprehensive,5,1197
Delhi,Diesel,SUV,39000,Manual,1,Jeep,Jeep Compass,2017,2.0 Limited,1075000,2017,Comprehensive,5,1956
Delhi,Petrol,Hatchback,55000,Automatic,1,Maruti,Maruti Baleno,2016,1.2 CVT Delta,550000,2016,Comprehensive,5,1197
Delhi,Petrol,Hatchback,55000,Manual,1,Tata,Tata Altroz,2020,XE BSVI,540000,2020,Comprehensive,5,1199
Delhi,Petrol,MUV,24777,Manual,1,Renault,Renault Triber,2019,RXT,540000,2019,Third Party,7,999
Delhi,Diesel,SUV,50000,Manual,1,Maruti,Maruti Vitara Brezza,2016,ZDi,575000,2016,Third Party,5,1248
Delhi,Petrol,SUV,15000,Automatic,1,Jeep,Jeep Wrangler,2021,Rubicon BSVI,6200000,2021,Comprehensive,5,1998
Delhi,Petrol,Sedan,50854,Manual,2,Maruti,Maruti Swift Dzire,2012,VXI,286000,2012,Comprehensive,5,1197
Delhi,Diesel,Sedan,134000,Automatic,1,Audi,Audi A6,2014,35 TDI Premium,890000,2014,Third Party,5,1968
Delhi,Diesel,SUV,33000,Automatic,1,MG,MG Gloster,2021,Sharp 7-Str,3449000,2021,Comprehensive,7,1996
Delhi,Petrol,Sedan,34000,Automatic,1,Hyundai,Hyundai Elantra,2019,2.0 SX AT,1280000,2019,Comprehensive,5,1999
Delhi,Petrol,Sedan,52515,Manual,1,Maruti,Maruti Swift Dzire,2014,VXI,356000,2014,Comprehensive,5,1197
Delhi,Petrol,MUV,45000,Manual,1,Toyota,Toyota Innova Crysta,2020,2.7 GX 7 STR,1950000,2020,Comprehensive,7,2694
Delhi,Diesel,Sedan,59000,Automatic,1,Audi,Audi A6,2015,35 TDI,2089999,2015,Third Party,5,1968
Delhi,Petrol,Sedan,29582,Manual,2,Fiat,Fiat Linea,2009,Emotion,114999,9,Not Available,5,1368
Delhi,Petrol,SUV,10000,Manual,1,Mahindra,Mahindra Scorpio N,2023,Z4,1500000,2023,Third Party,7,1997
Delhi,Petrol,Sedan,41000,Automatic,1,Toyota,Toyota Corolla Altis,2017,1.8 G CVT,1190000,2017,Third Party,5,1798
Delhi,Petrol,Hatchback,57806,Manual,2,Renault,Renault KWID,2017,RXT Optional,295000,2017,Comprehensive,5,799
Delhi,Petrol,Sedan,20000,Automatic,1,Honda,Honda City,2019,i-VTEC CVT V,1000000,2019,Third Party,5,1497
Delhi,Petrol,Hatchback,66227,Manual,1,Datsun,Datsun RediGO,2018,A,213000,2018,Zero Dep,5,799
